@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute outlier string

@data
1.101812,6867,15,0.170254,10,9,0,2.413999,1.12123,14,0.748991,2.973614,0,3377,no
0.403869,7675,2229,0.170254,10,9,1275,2.413999,1.12123,1,0.640258,2.973614,0,110,no
1.101812,4742,8,0.170254,10,5,65,2.413999,1.12123,6,0.748991,2.973614,375,51101,no
0.403869,2317,0,0.170254,8,4,0,0.093714,0.394345,0,0.748991,4.136765,184,1,no
0.403869,525,65,0.170254,4,4,629,2.413999,1.12123,15,0.748991,2.973614,0,11203,no
0.403869,1917,0,1.896056,7,5,0,0.093714,0.394345,0,0.640258,0.069449,500,2,no
0.403869,18,165,0.170254,11,7,21,0.093714,0.394345,0,0.748991,2.973614,200,41,no
0.403869,2267,1585,1.896056,9,4,3085,2.413999,1.12123,6,0.748991,2.973614,80,1,no
0.403869,4308,375,1.896056,8,4,375,2.413999,1.12123,8,0.640258,2.973614,300,163,no
0.403869,345,404,1.896056,3,5,85,2.413999,1.12123,7,0.640258,2.973614,195,1,no
1.101812,225,846,1.896056,14,4,246,0.093714,0.394345,0,0.748991,2.973614,164,1,no
1.101812,1892,925,1.896056,8,4,1,2.413999,1.12123,4,0.640258,2.973614,80,501,no
1.101812,235,9,0.170254,11,4,85,2.413999,1.12123,5,0.640258,2.973614,120,1,no
0.403869,4117,404,0.170254,13,8,7,2.413999,1.12123,8,0.748991,2.973614,320,1,no
0.403869,4217,504,0.170254,11,8,1275,2.413999,0.394345,0,0.640258,2.973614,92,1,no
0.403869,2567,125,0.170254,13,4,121,2.413999,1.12123,67,0.640258,2.973614,140,259,no
0.403869,2433,6625,1.896056,2,4,55,2.413999,0.394345,0,0.640258,0.069449,100,1,no
0.403869,2333,11625,1.896056,9,4,835,2.413999,0.394345,0,0.640258,2.973614,160,301,no
0.403869,2925,1479,0.170254,6,4,504,2.413999,1.12123,5,0.640258,2.973614,168,1,no
0.403869,25,1125,0.170254,8,4,25,2.413999,1.12123,17,0.748991,2.973614,200,1209,no
1.101812,1875,75,0.170254,11,4,271,2.413999,1.12123,5,0.748991,2.973614,184,26727,no
1.101812,2033,10,0.170254,8,8,1,2.413999,1.12123,4,0.748991,2.973614,50,1466,no
0.403869,3317,104,0.170254,12,8,65,2.413999,0.394345,0,0.640258,2.973614,164,31286,no
1.101812,2475,3,0.170254,11,8,1835,2.413999,1.12123,19,0.748991,2.973614,0,501,no
0.403869,3083,0,0.170254,9,4,125,2.413999,1.12123,1,0.748991,2.973614,202,1,no
1.101812,295,46,0.170254,4,4,54,2.413999,1.12123,4,0.748991,2.973614,380,501,no
0.403869,5442,5,1.896056,4,8,396,2.413999,0.394345,0,0.748991,2.973614,180,315,no
1.101812,3308,4625,0.170254,11,8,1625,2.413999,1.12123,2,0.748991,2.973614,0,1,no
0.403869,2417,875,0.170254,11,4,4625,2.413999,1.12123,2,0.640258,2.973614,520,2001,no
1.101812,305,65,0.170254,8,5,4,2.413999,1.12123,7,0.640258,2.973614,0,3066,no
0.403869,2533,58,0.170254,8,4,29,2.413999,1.12123,7,0.640258,2.973614,96,5125,no
0.403869,2025,996,0.170254,10,2,0,2.413999,0.394345,0,0.748991,2.973614,0,1,no
0.403869,45,85,0.170254,13,8,14,2.413999,1.12123,1,0.640258,2.973614,88,2001,no
1.101812,2283,229,0.170254,11,8,229,2.413999,1.12123,7,0.640258,2.973614,140,2385,no
1.101812,2067,3,0.170254,11,4,165,2.413999,1.12123,3,0.748991,2.973614,100,7,no
0.403869,5642,28,1.896056,8,4,285,2.413999,1.12123,40,0.748991,2.973614,0,16,no
1.101812,6408,165,0.170254,1,1,0,2.413999,1.12123,1,0.748991,2.973614,232,101,no
1.101812,2242,1125,1.896056,14,8,75,2.413999,1.12123,4,0.748991,2.973614,0,322,no
0.403869,4833,12,0.170254,7,4,16,2.413999,0.394345,0,0.748991,0.069449,110,1,no
1.101812,2808,15,1.896056,10,9,0,2.413999,0.394345,0,0.748991,2.973614,0,13213,no
0.403869,3517,25,0.170254,4,4,45,2.413999,1.12123,7,0.748991,2.973614,150,1271,no
0.403869,495,7585,0.170254,3,5,7585,2.413999,1.12123,15,0.640258,2.973614,0,5001,no
0.403869,6008,145,0.170254,1,1,18,2.413999,1.12123,15,0.640258,2.973614,0,1001,no
0.403869,28,2,0.170254,4,8,4165,2.413999,1.12123,2,0.640258,2.973614,181,1,no
0.403869,415,154,0.170254,3,5,35,0.093714,0.394345,0,0.748991,2.973614,216,1,no
0.403869,3475,15,0.170254,12,7,5375,2.413999,1.12123,9,0.640258,2.973614,0,135,no
1.101812,4083,10,0.170254,11,8,175,2.413999,0.394345,0,0.748991,2.973614,29,838,no
0.403869,2042,1835,0.170254,8,4,225,2.413999,1.12123,1,0.748991,2.973614,100,151,no
0.403869,375,1125,1.896056,2,4,15,0.093714,0.394345,0,0.640258,2.973614,431,1,no
0.403869,485,425,0.170254,7,4,125,2.413999,0.394345,0,0.640258,2.973614,225,1,no
0.403869,2267,105,0.170254,11,8,1335,2.413999,0.394345,0,0.748991,2.973614,100,1,no
1.101812,2508,254,1.896056,6,4,25,2.413999,0.394345,0,0.640258,2.973614,370,1,no
0.403869,3633,2125,1.896056,9,4,85,2.413999,1.12123,1,0.748991,2.973614,50,1188,no
0.403869,3417,154,0.170254,13,4,154,2.413999,1.12123,1,0.640258,2.973614,520,50001,no
0.403869,2325,1,0.170254,8,4,835,2.413999,0.394345,0,0.748991,0.069449,300,1,no
1.101812,2008,125,0.170254,11,4,1,0.093714,1.12123,1,0.748991,2.973614,240,769,no
0.403869,2233,11,0.170254,9,4,2,2.413999,1.12123,1,0.748991,2.973614,80,279,no
0.403869,3283,25,0.170254,13,8,275,2.413999,1.12123,6,0.748991,2.973614,160,2073,no
0.403869,4825,25085,0.170254,9,4,175,2.413999,1.12123,3,0.748991,2.973614,120,15,no
0.403869,2508,171,0.170254,14,4,1665,2.413999,1.12123,1,0.640258,2.973614,395,21,no
0.403869,6542,11,0.170254,10,9,20,2.413999,1.12123,7,0.640258,2.973614,22,1,no
0.403869,4133,0,0.170254,8,5,15,2.413999,0.394345,0,0.748991,2.973614,0,1,no
0.403869,2483,275,0.170254,8,4,225,2.413999,1.12123,6,0.748991,2.973614,184,601,no
0.403869,2192,54,1.896056,14,4,4,2.413999,1.12123,1,0.640258,2.973614,840,60,no
0.403869,3425,3,0.170254,13,8,7415,2.413999,0.394345,0,0.640258,2.973614,0,1,no
0.403869,3917,171,0.170254,14,4,125,2.413999,1.12123,5,0.640258,2.973614,480,1,no
0.403869,39,5,0.170254,13,4,35,2.413999,1.12123,10,0.640258,2.973614,0,1,no
0.403869,3933,5875,0.170254,13,8,10,2.413999,1.12123,14,0.640258,2.973614,399,1,no
0.403869,2133,105,0.170254,8,4,3,2.413999,0.394345,0,0.640258,2.973614,0,1,no
1.101812,1967,21,0.170254,11,8,29,2.413999,1.12123,11,0.748991,2.973614,80,100,no
0.403869,2183,25,0.170254,2,8,665,2.413999,0.394345,0,0.640258,2.973614,0,1,no
1.101812,5008,1254,0.170254,6,4,229,2.413999,1.12123,3,0.640258,2.973614,156,1,no
1.101812,245,1275,0.170254,8,5,475,2.413999,1.12123,2,0.748991,2.973614,73,445,no
0.403869,21,479,1.896056,9,4,225,2.413999,1.12123,1,0.640258,2.973614,80,301,no
0.403869,2208,11,0.170254,13,4,665,2.413999,0.394345,0,0.748991,2.973614,100,1,no
0.403869,5458,9415,0.170254,1,1,14415,2.413999,1.12123,11,0.640258,2.973614,30,301,no
0.403869,1808,55,0.170254,4,4,5,2.413999,0.394345,0,0.748991,2.973614,80,1,no
0.403869,3667,4415,1.896056,4,4,25,2.413999,1.12123,10,0.640258,2.973614,320,1,no
0.403869,3817,10125,0.170254,14,4,25,2.413999,1.12123,6,0.748991,2.973614,520,197,no
1.101812,6092,5,0.170254,6,4,4,2.413999,1.12123,4,0.748991,2.973614,0,100,no
0.403869,2017,5625,0.170254,9,4,171,2.413999,0.394345,0,0.748991,0.069449,120,1,no
0.403869,2325,4,0.170254,8,5,25,2.413999,0.394345,0,0.640258,2.973614,160,1,no
1.101812,36,1,0.170254,8,4,2,2.413999,1.12123,11,0.748991,2.973614,0,457,no
1.101812,1883,4415,1.896056,8,8,3,2.413999,0.394345,0,0.748991,2.973614,240,1,no
1.101812,2258,1075,0.170254,11,4,415,2.413999,1.12123,5,0.640258,2.973614,0,561,no
0.403869,3992,621,0.170254,11,4,4,2.413999,1.12123,1,0.748991,2.973614,200,301,no
0.403869,2267,165,0.170254,8,3,225,0.093714,0.394345,0,0.640258,0.069449,0,1,no
1.101812,2342,79,1.896056,11,4,15,2.413999,1.12123,2,0.640258,2.973614,80,401,no
1.101812,30,529,0.170254,10,2,225,2.413999,1.12123,5,0.640258,2.973614,99,501,no
1.101812,4033,754,1.896056,11,8,8,2.413999,1.12123,14,0.748991,2.973614,0,2301,no
1.101812,3675,5125,0.170254,10,4,5,2.413999,0.394345,0,0.640258,2.973614,0,4001,no
1.101812,2517,2875,0.170254,14,8,875,2.413999,0.394345,0,0.748991,2.973614,360,1,no
0.403869,3157,4,0.170254,14,4,5,2.413999,1.12123,3,0.640258,2.973614,290,2280,no
0.403869,2725,1665,0.170254,13,8,5085,2.413999,1.12123,9,0.748991,2.973614,399,828,no
0.403869,6775,55,0.170254,10,9,13,2.413999,1.12123,1,0.640258,2.973614,0,1,no
1.101812,1883,95,0.170254,9,4,1625,2.413999,1.12123,6,0.640258,2.973614,40,601,no
0.403869,5158,15,0.170254,8,4,85,2.413999,1.12123,9,0.748991,2.973614,0,1,no
0.403869,3358,275,0.170254,7,4,425,2.413999,1.12123,6,0.748991,2.973614,204,1,no
1.101812,2083,3,0.170254,6,4,4,2.413999,0.394345,0,0.748991,2.973614,100,1,no
0.403869,3517,45,0.170254,14,8,575,0.093714,0.394345,0,0.640258,0.069449,711,1,no
1.101812,5842,21,0.170254,3,5,10,2.413999,1.12123,13,0.748991,2.973614,0,6701,no
0.403869,2825,875,0.170254,7,4,96,2.413999,1.12123,3,0.640258,2.973614,396,1,no
0.403869,1942,65,0.170254,9,8,146,2.413999,1.12123,7,0.748991,2.973614,80,2955,no
0.403869,3908,6,0.170254,7,4,129,2.413999,1.12123,5,0.640258,2.973614,108,1098,no
1.101812,4117,65,0.170254,11,4,5,2.413999,1.12123,3,0.640258,2.973614,145,1,no
0.403869,2892,15,0.170254,8,8,5335,2.413999,1.12123,11,0.748991,2.973614,0,2284,no
0.403869,3858,3335,0.170254,9,4,4,2.413999,1.12123,14,0.748991,2.973614,383,1345,no
0.403869,2517,6,0.170254,8,4,1,2.413999,1.12123,3,0.748991,2.973614,0,1,no
1.101812,2817,375,0.170254,11,4,585,2.413999,1.12123,4,0.748991,2.973614,80,1,no
0.403869,7342,1775,0.170254,1,1,0,2.413999,0.394345,0,0.640258,2.973614,0,1,no
1.101812,1917,8585,0.170254,13,8,75,2.413999,1.12123,7,0.748991,2.973614,96,1,no
1.101812,2558,0,0.170254,8,4,0,0.093714,0.394345,0,0.748991,4.136765,184,1,no
0.403869,27,15,1.896056,9,4,375,2.413999,0.394345,0,0.640258,2.973614,260,1066,no
1.101812,2875,375,0.170254,8,4,1085,2.413999,1.12123,1,0.640258,2.973614,371,1,no
0.403869,3442,425,0.170254,3,5,325,2.413999,1.12123,2,0.748991,2.973614,274,611,no
0.403869,5392,9625,0.170254,10,4,8665,2.413999,1.12123,5,0.748991,2.973614,0,1,no
1.101812,565,16,0.170254,5,1,0,2.413999,1.12123,15,0.748991,2.973614,0,248,no
0.403869,3225,165,1.896056,8,8,325,2.413999,1.12123,1,0.640258,2.973614,432,8001,no
1.101812,205,11835,0.170254,8,8,6,2.413999,0.394345,0,0.748991,2.973614,340,1,no
0.403869,2317,11125,0.170254,14,8,46,2.413999,1.12123,1,0.748991,2.973614,100,1,no
1.101812,3233,54,0.170254,13,4,4,2.413999,0.394345,0,0.748991,2.973614,440,11178,no
0.403869,2392,15,0.170254,2,8,1875,2.413999,1.12123,6,0.748991,2.973614,200,328,no
0.403869,3675,125,1.896056,8,4,15,0.093714,0.394345,0,0.640258,2.973614,232,114,no
1.101812,2408,5,0.170254,11,8,125,2.413999,1.12123,1,0.748991,2.973614,0,679,no
0.403869,2283,3,0.170254,7,4,129,2.413999,1.12123,1,0.748991,2.973614,260,801,no
1.101812,4725,75,0.170254,11,8,275,2.413999,1.12123,1,0.748991,2.973614,333,893,no
0.403869,2783,154,0.170254,9,4,375,2.413999,1.12123,5,0.640258,2.973614,100,4,no
0.403869,1608,75,0.170254,8,4,175,2.413999,1.12123,5,0.640258,2.973614,352,691,no
0.403869,3267,55,0.170254,11,8,55,2.413999,1.12123,12,0.640258,2.973614,408,1001,no
0.403869,3017,5,0.170254,8,4,175,2.413999,1.12123,11,0.748991,2.973614,32,541,no
0.403869,4175,96,0.170254,14,4,25,2.413999,0.394345,0,0.748991,2.973614,510,601,no
0.403869,2992,1835,0.170254,8,8,4335,2.413999,0.394345,0,0.748991,2.973614,260,201,no
0.403869,1967,375,0.170254,11,4,2,2.413999,1.12123,2,0.640258,2.973614,80,1,no
0.403869,5142,4,0.170254,14,8,4,2.413999,0.394345,0,0.748991,2.973614,0,3001,no
1.101812,7158,0,0.170254,8,4,0,0.093714,0.394345,0,0.748991,4.136765,184,1,no
0.403869,42,205,0.170254,3,8,5125,2.413999,0.394345,0,0.748991,2.973614,400,1,no
0.403869,4433,5,0.170254,3,8,5,2.413999,0.394345,0,0.640258,2.973614,320,1,no
1.101812,23,1175,0.170254,14,8,5,2.413999,1.12123,2,0.640258,2.973614,300,552,no
0.403869,2308,115,0.170254,3,4,35,2.413999,1.12123,9,0.748991,2.973614,56,743,no
1.101812,1758,9,0.170254,6,4,1375,2.413999,0.394345,0,0.640258,2.973614,0,1,no
0.403869,3167,16165,0.170254,2,4,3,2.413999,1.12123,9,0.748991,2.973614,250,731,no
0.403869,5967,154,0.170254,11,4,125,2.413999,0.394345,0,0.640258,2.973614,260,1,no
1.101812,6517,14,0.170254,1,1,0,2.413999,1.12123,11,0.640258,2.973614,0,1401,no
0.403869,4858,65,0.170254,11,8,6,2.413999,0.394345,0,0.640258,2.973614,350,1,no
0.403869,2017,925,0.170254,8,4,1665,2.413999,1.12123,3,0.640258,2.973614,40,29,no
0.403869,4817,7625,0.170254,9,8,155,2.413999,1.12123,12,0.748991,2.973614,0,791,no
0.403869,2325,15,0.170254,11,4,2375,2.413999,1.12123,3,0.640258,2.973614,0,583,no
1.101812,6058,165,0.170254,11,4,11,2.413999,0.394345,0,0.640258,2.973614,21,10562,no
1.101812,25,1233,0.170254,13,8,35,2.413999,1.12123,6,0.748991,2.973614,400,459,no
0.403869,4283,4625,0.170254,11,4,458,2.413999,0.394345,0,0.748991,0.069449,0,1,no
0.403869,2667,175,1.896056,8,4,1,2.413999,1.12123,5,0.640258,2.973614,160,5778,no
0.403869,5783,704,0.170254,7,4,14,2.413999,1.12123,6,0.640258,2.973614,360,1333,no
0.403869,5592,115,0.170254,1,1,5,2.413999,1.12123,5,0.748991,2.973614,0,8852,no
0.403869,5133,10,0.170254,3,5,0,2.413999,1.12123,11,0.748991,2.973614,0,1250,no
0.403869,2758,204,1.896056,6,4,2,2.413999,1.12123,3,0.640258,2.973614,370,561,no
0.403869,3017,65,0.170254,13,4,3125,2.413999,1.12123,8,0.748991,2.973614,330,1201,no
1.101812,3367,375,0.170254,13,4,375,0.093714,0.394345,0,0.748991,2.973614,300,45,no
0.403869,2575,75,0.170254,8,5,25,2.413999,0.394345,0,0.748991,2.973614,349,24,no
1.101812,2867,104,0.170254,8,4,25,2.413999,1.12123,5,0.640258,2.973614,300,1431,no
1.101812,1808,375,5.053056,13,1,10,0.093714,0.394345,0,0.640258,0.069449,300,1,no
0.403869,2042,7,0.170254,8,4,1625,2.413999,1.12123,3,0.748991,2.973614,200,1392,no
0.403869,175,22,5.053056,1,7,0,0.093714,0.394345,0,0.640258,4.136765,450,100001,no
0.403869,4767,25,0.170254,7,5,25,2.413999,1.12123,12,0.640258,2.973614,410,2511,no
0.403869,5742,85,0.170254,10,8,7,2.413999,1.12123,3,0.748991,2.973614,0,1,no
0.403869,1375,4,1.896056,9,4,175,2.413999,1.12123,2,0.640258,2.973614,120,1001,no
0.403869,1933,95,0.170254,11,4,1,2.413999,0.394345,0,0.640258,2.973614,60,401,no
1.101812,4583,105,0.170254,11,4,5,2.413999,1.12123,7,0.640258,2.973614,0,1,no
1.101812,2042,75,0.170254,4,4,15,2.413999,1.12123,1,0.748991,2.973614,160,235,no
1.101812,2125,2335,0.170254,3,5,5,2.413999,1.12123,4,0.748991,0.069449,80,1,no
0.403869,2667,425,0.170254,13,4,429,2.413999,1.12123,1,0.640258,2.973614,120,1,no
0.403869,4208,104,0.170254,9,4,5,2.413999,1.12123,6,0.640258,2.973614,500,10001,no
1.101812,215,6,0.170254,6,4,25,2.413999,1.12123,3,0.748991,2.973614,80,919,no
0.403869,2183,11,0.170254,14,4,29,2.413999,1.12123,6,0.748991,2.973614,121,1,no
0.403869,3267,9,1.896056,9,8,525,2.413999,0.394345,0,0.640258,2.973614,154,1,no
0.403869,2967,1415,0.170254,9,8,75,2.413999,1.12123,1,0.748991,2.973614,240,101,no
1.101812,2067,1835,0.170254,11,4,2085,2.413999,1.12123,5,0.748991,2.973614,220,2504,no
0.403869,2208,83,0.170254,8,8,2165,0.093714,0.394345,0,0.640258,2.973614,128,1,no
1.101812,3542,12,0.170254,11,8,14,2.413999,1.12123,8,0.748991,2.973614,0,6591,no
0.403869,3192,446,0.170254,13,8,604,2.413999,1.12123,3,0.748991,2.973614,311,301,no
0.403869,44,2,0.170254,7,4,175,2.413999,1.12123,2,0.640258,2.973614,0,16,no
0.403869,595,275,0.170254,9,4,175,2.413999,1.12123,5,0.640258,2.973614,60,59,no
0.403869,255,375,0.170254,7,4,25,2.413999,1.12123,3,0.748991,2.973614,260,15109,no
0.403869,2333,15,0.170254,8,8,1415,2.413999,0.394345,0,0.748991,2.973614,422,201,no
0.403869,4767,29,0.170254,8,5,15,2.413999,1.12123,20,0.748991,2.973614,0,15001,no
0.403869,4325,3,0.170254,11,8,6,2.413999,1.12123,11,0.748991,2.973614,80,1,no
0.403869,5658,185,0.170254,2,5,15,2.413999,1.12123,17,0.640258,2.973614,0,1,no
1.101812,4417,6665,0.170254,11,4,7375,2.413999,1.12123,3,0.640258,2.973614,0,1,no
1.101812,4433,0,0.170254,8,4,25,2.413999,0.394345,0,0.748991,2.973614,0,1,no
1.101812,4133,1,0.170254,3,5,225,2.413999,0.394345,0,0.640258,2.973614,0,301,no
0.403869,3167,83,0.170254,14,4,1335,2.413999,1.12123,8,0.640258,2.973614,303,3291,no
1.101812,1783,11,0.170254,14,8,1,2.413999,1.12123,11,0.748991,2.973614,0,3001,no
0.403869,56,125,0.170254,4,8,8,2.413999,0.394345,0,0.640258,2.973614,24,2029,no
1.101812,285,304,1.896056,14,8,254,2.413999,1.12123,1,0.748991,2.973614,70,1,no
0.403869,3208,4,0.170254,7,4,25,2.413999,0.394345,0,0.640258,2.973614,360,1,no
0.403869,3417,917,0.170254,8,4,45,2.413999,1.12123,12,0.640258,2.973614,0,222,no
1.101812,3825,6,0.170254,4,4,1,2.413999,0.394345,0,0.640258,2.973614,0,1,no
0.403869,3742,204,0.170254,9,4,4,2.413999,0.394345,0,0.640258,2.973614,400,5801,no
0.403869,3133,195,0.170254,8,4,7,2.413999,1.12123,16,0.748991,2.973614,0,5001,no
0.403869,205,2415,0.170254,8,4,2,2.413999,1.12123,11,0.640258,2.973614,200,3001,no
0.403869,205,10,1.896056,8,4,25,2.413999,0.394345,0,0.748991,0.069449,40,1,no
0.403869,3492,25,0.170254,9,4,0,2.413999,0.394345,0,0.640258,2.973614,239,201,no
0.403869,3733,65,0.170254,7,8,425,2.413999,1.12123,12,0.640258,2.973614,93,1,no
0.403869,3667,325,0.170254,11,8,9,2.413999,0.394345,0,0.640258,2.973614,102,640,no
0.403869,2258,1004,0.170254,14,4,4,2.413999,1.12123,9,0.748991,2.973614,60,397,no
1.101812,2692,135,0.170254,11,8,5,2.413999,1.12123,2,0.748991,2.973614,0,5001,no
1.101812,4667,46,0.170254,13,8,415,2.413999,1.12123,11,0.640258,2.973614,440,7,no
0.403869,3917,1625,0.170254,8,4,15,2.413999,1.12123,10,0.748991,2.973614,186,4701,no
0.403869,1917,95,0.170254,9,4,15,2.413999,0.394345,0,0.748991,2.973614,120,2207,no
