@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute outlier string

@data
0.389617,28,2,0.162707,4,8,4165,2.450366,1.12123,2,0.646337,2.973614,181,1,no
0.389617,415,154,0.162707,3,5,35,0.090211,0.394345,0,0.742257,2.973614,216,1,no
0.389617,3475,15,0.162707,12,7,5375,2.450366,1.12123,9,0.646337,2.973614,0,135,no
1.131083,4083,10,0.162707,11,8,175,2.450366,0.394345,0,0.742257,2.973614,29,838,no
0.389617,2042,1835,0.162707,8,4,225,2.450366,1.12123,1,0.742257,2.973614,100,151,no
0.389617,375,1125,1.939541,2,4,15,0.090211,0.394345,0,0.646337,2.973614,431,1,no
0.389617,485,425,0.162707,7,4,125,2.450366,0.394345,0,0.646337,2.973614,225,1,no
0.389617,2267,105,0.162707,11,8,1335,2.450366,0.394345,0,0.742257,2.973614,100,1,no
1.131083,2508,254,1.939541,6,4,25,2.450366,0.394345,0,0.646337,2.973614,370,1,no
0.389617,3633,2125,1.939541,9,4,85,2.450366,1.12123,1,0.742257,2.973614,50,1188,no
0.389617,3417,154,0.162707,13,4,154,2.450366,1.12123,1,0.646337,2.973614,520,50001,no
0.389617,2325,1,0.162707,8,4,835,2.450366,0.394345,0,0.742257,0.069449,300,1,no
1.131083,2008,125,0.162707,11,4,1,0.090211,1.12123,1,0.742257,2.973614,240,769,no
0.389617,2233,11,0.162707,9,4,2,2.450366,1.12123,1,0.742257,2.973614,80,279,no
0.389617,3283,25,0.162707,13,8,275,2.450366,1.12123,6,0.742257,2.973614,160,2073,no
0.389617,4825,25085,0.162707,9,4,175,2.450366,1.12123,3,0.742257,2.973614,120,15,no
0.389617,2508,171,0.162707,14,4,1665,2.450366,1.12123,1,0.646337,2.973614,395,21,no
0.389617,6542,11,0.162707,10,9,20,2.450366,1.12123,7,0.646337,2.973614,22,1,no
0.389617,4133,0,0.162707,8,5,15,2.450366,0.394345,0,0.742257,2.973614,0,1,no
0.389617,2483,275,0.162707,8,4,225,2.450366,1.12123,6,0.742257,2.973614,184,601,no
0.389617,2192,54,1.939541,14,4,4,2.450366,1.12123,1,0.646337,2.973614,840,60,no
0.389617,3425,3,0.162707,13,8,7415,2.450366,0.394345,0,0.646337,2.973614,0,1,no
0.389617,3917,171,0.162707,14,4,125,2.450366,1.12123,5,0.646337,2.973614,480,1,no
0.389617,39,5,0.162707,13,4,35,2.450366,1.12123,10,0.646337,2.973614,0,1,no
0.389617,3933,5875,0.162707,13,8,10,2.450366,1.12123,14,0.646337,2.973614,399,1,no
0.389617,2133,105,0.162707,8,4,3,2.450366,0.394345,0,0.646337,2.973614,0,1,no
1.131083,1967,21,0.162707,11,8,29,2.450366,1.12123,11,0.742257,2.973614,80,100,no
0.389617,2183,25,0.162707,2,8,665,2.450366,0.394345,0,0.646337,2.973614,0,1,no
1.131083,5008,1254,0.162707,6,4,229,2.450366,1.12123,3,0.646337,2.973614,156,1,no
1.131083,245,1275,0.162707,8,5,475,2.450366,1.12123,2,0.742257,2.973614,73,445,no
0.389617,21,479,1.939541,9,4,225,2.450366,1.12123,1,0.646337,2.973614,80,301,no
0.389617,2208,11,0.162707,13,4,665,2.450366,0.394345,0,0.742257,2.973614,100,1,no
0.389617,5458,9415,0.162707,1,1,14415,2.450366,1.12123,11,0.646337,2.973614,30,301,no
0.389617,1808,55,0.162707,4,4,5,2.450366,0.394345,0,0.742257,2.973614,80,1,no
0.389617,3667,4415,1.939541,4,4,25,2.450366,1.12123,10,0.646337,2.973614,320,1,no
0.389617,3817,10125,0.162707,14,4,25,2.450366,1.12123,6,0.742257,2.973614,520,197,no
1.131083,6092,5,0.162707,6,4,4,2.450366,1.12123,4,0.742257,2.973614,0,100,no
0.389617,2017,5625,0.162707,9,4,171,2.450366,0.394345,0,0.742257,0.069449,120,1,no
0.389617,2325,4,0.162707,8,5,25,2.450366,0.394345,0,0.646337,2.973614,160,1,no
1.131083,36,1,0.162707,8,4,2,2.450366,1.12123,11,0.742257,2.973614,0,457,no
1.131083,1883,4415,1.939541,8,8,3,2.450366,0.394345,0,0.742257,2.973614,240,1,no
1.131083,2258,1075,0.162707,11,4,415,2.450366,1.12123,5,0.646337,2.973614,0,561,no
0.389617,3992,621,0.162707,11,4,4,2.450366,1.12123,1,0.742257,2.973614,200,301,no
0.389617,2267,165,0.162707,8,3,225,0.090211,0.394345,0,0.646337,0.069449,0,1,no
1.131083,2342,79,1.939541,11,4,15,2.450366,1.12123,2,0.646337,2.973614,80,401,no
1.131083,30,529,0.162707,10,2,225,2.450366,1.12123,5,0.646337,2.973614,99,501,no
1.131083,4033,754,1.939541,11,8,8,2.450366,1.12123,14,0.742257,2.973614,0,2301,no
1.131083,3675,5125,0.162707,10,4,5,2.450366,0.394345,0,0.646337,2.973614,0,4001,no
1.131083,2517,2875,0.162707,14,8,875,2.450366,0.394345,0,0.742257,2.973614,360,1,no
0.389617,3157,4,0.162707,14,4,5,2.450366,1.12123,3,0.646337,2.973614,290,2280,no
0.389617,2725,1665,0.162707,13,8,5085,2.450366,1.12123,9,0.742257,2.973614,399,828,no
0.389617,6775,55,0.162707,10,9,13,2.450366,1.12123,1,0.646337,2.973614,0,1,no
1.131083,1883,95,0.162707,9,4,1625,2.450366,1.12123,6,0.646337,2.973614,40,601,no
0.389617,5158,15,0.162707,8,4,85,2.450366,1.12123,9,0.742257,2.973614,0,1,no
0.389617,3358,275,0.162707,7,4,425,2.450366,1.12123,6,0.742257,2.973614,204,1,no
1.131083,2083,3,0.162707,6,4,4,2.450366,0.394345,0,0.742257,2.973614,100,1,no
0.389617,3517,45,0.162707,14,8,575,0.090211,0.394345,0,0.646337,0.069449,711,1,no
1.131083,5842,21,0.162707,3,5,10,2.450366,1.12123,13,0.742257,2.973614,0,6701,no
0.389617,2825,875,0.162707,7,4,96,2.450366,1.12123,3,0.646337,2.973614,396,1,no
0.389617,1942,65,0.162707,9,8,146,2.450366,1.12123,7,0.742257,2.973614,80,2955,no
0.389617,3908,6,0.162707,7,4,129,2.450366,1.12123,5,0.646337,2.973614,108,1098,no
1.131083,4117,65,0.162707,11,4,5,2.450366,1.12123,3,0.646337,2.973614,145,1,no
0.389617,2892,15,0.162707,8,8,5335,2.450366,1.12123,11,0.742257,2.973614,0,2284,no
0.389617,3858,3335,0.162707,9,4,4,2.450366,1.12123,14,0.742257,2.973614,383,1345,no
0.389617,2517,6,0.162707,8,4,1,2.450366,1.12123,3,0.742257,2.973614,0,1,no
1.131083,2817,375,0.162707,11,4,585,2.450366,1.12123,4,0.742257,2.973614,80,1,no
0.389617,7342,1775,0.162707,1,1,0,2.450366,0.394345,0,0.646337,2.973614,0,1,no
1.131083,1917,8585,0.162707,13,8,75,2.450366,1.12123,7,0.742257,2.973614,96,1,no
1.131083,2558,0,0.162707,8,4,0,0.090211,0.394345,0,0.742257,4.136765,184,1,no
0.389617,27,15,1.939541,9,4,375,2.450366,0.394345,0,0.646337,2.973614,260,1066,no
1.131083,2875,375,0.162707,8,4,1085,2.450366,1.12123,1,0.646337,2.973614,371,1,no
0.389617,3442,425,0.162707,3,5,325,2.450366,1.12123,2,0.742257,2.973614,274,611,no
0.389617,5392,9625,0.162707,10,4,8665,2.450366,1.12123,5,0.742257,2.973614,0,1,no
1.131083,565,16,0.162707,5,1,0,2.450366,1.12123,15,0.742257,2.973614,0,248,no
0.389617,3225,165,1.939541,8,8,325,2.450366,1.12123,1,0.646337,2.973614,432,8001,no
1.131083,205,11835,0.162707,8,8,6,2.450366,0.394345,0,0.742257,2.973614,340,1,no
0.389617,2317,11125,0.162707,14,8,46,2.450366,1.12123,1,0.742257,2.973614,100,1,no
1.131083,3233,54,0.162707,13,4,4,2.450366,0.394345,0,0.742257,2.973614,440,11178,no
0.389617,2392,15,0.162707,2,8,1875,2.450366,1.12123,6,0.742257,2.973614,200,328,no
0.389617,3675,125,1.939541,8,4,15,0.090211,0.394345,0,0.646337,2.973614,232,114,no
1.131083,2408,5,0.162707,11,8,125,2.450366,1.12123,1,0.742257,2.973614,0,679,no
0.389617,2283,3,0.162707,7,4,129,2.450366,1.12123,1,0.742257,2.973614,260,801,no
1.131083,4725,75,0.162707,11,8,275,2.450366,1.12123,1,0.742257,2.973614,333,893,no
0.389617,2783,154,0.162707,9,4,375,2.450366,1.12123,5,0.646337,2.973614,100,4,no
0.389617,1608,75,0.162707,8,4,175,2.450366,1.12123,5,0.646337,2.973614,352,691,no
0.389617,3267,55,0.162707,11,8,55,2.450366,1.12123,12,0.646337,2.973614,408,1001,no
0.389617,3017,5,0.162707,8,4,175,2.450366,1.12123,11,0.742257,2.973614,32,541,no
0.389617,4175,96,0.162707,14,4,25,2.450366,0.394345,0,0.742257,2.973614,510,601,no
0.389617,2992,1835,0.162707,8,8,4335,2.450366,0.394345,0,0.742257,2.973614,260,201,no
0.389617,1967,375,0.162707,11,4,2,2.450366,1.12123,2,0.646337,2.973614,80,1,no
0.389617,5142,4,0.162707,14,8,4,2.450366,0.394345,0,0.742257,2.973614,0,3001,no
1.131083,7158,0,0.162707,8,4,0,0.090211,0.394345,0,0.742257,4.136765,184,1,no
0.389617,42,205,0.162707,3,8,5125,2.450366,0.394345,0,0.742257,2.973614,400,1,no
0.389617,4433,5,0.162707,3,8,5,2.450366,0.394345,0,0.646337,2.973614,320,1,no
1.131083,23,1175,0.162707,14,8,5,2.450366,1.12123,2,0.646337,2.973614,300,552,no
0.389617,2308,115,0.162707,3,4,35,2.450366,1.12123,9,0.742257,2.973614,56,743,no
1.131083,1758,9,0.162707,6,4,1375,2.450366,0.394345,0,0.646337,2.973614,0,1,no
0.389617,3167,16165,0.162707,2,4,3,2.450366,1.12123,9,0.742257,2.973614,250,731,no
0.389617,5967,154,0.162707,11,4,125,2.450366,0.394345,0,0.646337,2.973614,260,1,no
1.131083,6517,14,0.162707,1,1,0,2.450366,1.12123,11,0.646337,2.973614,0,1401,no
0.389617,4858,65,0.162707,11,8,6,2.450366,0.394345,0,0.646337,2.973614,350,1,no
0.389617,2017,925,0.162707,8,4,1665,2.450366,1.12123,3,0.646337,2.973614,40,29,no
0.389617,4817,7625,0.162707,9,8,155,2.450366,1.12123,12,0.742257,2.973614,0,791,no
0.389617,2325,15,0.162707,11,4,2375,2.450366,1.12123,3,0.646337,2.973614,0,583,no
1.131083,6058,165,0.162707,11,4,11,2.450366,0.394345,0,0.646337,2.973614,21,10562,no
1.131083,25,1233,0.162707,13,8,35,2.450366,1.12123,6,0.742257,2.973614,400,459,no
0.389617,4283,4625,0.162707,11,4,458,2.450366,0.394345,0,0.742257,0.069449,0,1,no
0.389617,2667,175,1.939541,8,4,1,2.450366,1.12123,5,0.646337,2.973614,160,5778,no
0.389617,5783,704,0.162707,7,4,14,2.450366,1.12123,6,0.646337,2.973614,360,1333,no
0.389617,5592,115,0.162707,1,1,5,2.450366,1.12123,5,0.742257,2.973614,0,8852,no
0.389617,5133,10,0.162707,3,5,0,2.450366,1.12123,11,0.742257,2.973614,0,1250,no
0.389617,2758,204,1.939541,6,4,2,2.450366,1.12123,3,0.646337,2.973614,370,561,no
0.389617,3017,65,0.162707,13,4,3125,2.450366,1.12123,8,0.742257,2.973614,330,1201,no
1.131083,3367,375,0.162707,13,4,375,0.090211,0.394345,0,0.742257,2.973614,300,45,no
0.389617,2575,75,0.162707,8,5,25,2.450366,0.394345,0,0.742257,2.973614,349,24,no
1.131083,2867,104,0.162707,8,4,25,2.450366,1.12123,5,0.646337,2.973614,300,1431,no
1.131083,1808,375,5.053056,13,1,10,0.090211,0.394345,0,0.646337,0.069449,300,1,no
0.389617,2042,7,0.162707,8,4,1625,2.450366,1.12123,3,0.742257,2.973614,200,1392,no
0.389617,175,22,5.053056,1,7,0,0.090211,0.394345,0,0.646337,4.136765,450,100001,no
0.389617,4767,25,0.162707,7,5,25,2.450366,1.12123,12,0.646337,2.973614,410,2511,no
0.389617,5742,85,0.162707,10,8,7,2.450366,1.12123,3,0.742257,2.973614,0,1,no
0.389617,1375,4,1.939541,9,4,175,2.450366,1.12123,2,0.646337,2.973614,120,1001,no
0.389617,1933,95,0.162707,11,4,1,2.450366,0.394345,0,0.646337,2.973614,60,401,no
1.131083,4583,105,0.162707,11,4,5,2.450366,1.12123,7,0.646337,2.973614,0,1,no
1.131083,2042,75,0.162707,4,4,15,2.450366,1.12123,1,0.742257,2.973614,160,235,no
1.131083,2125,2335,0.162707,3,5,5,2.450366,1.12123,4,0.742257,0.069449,80,1,no
0.389617,2667,425,0.162707,13,4,429,2.450366,1.12123,1,0.646337,2.973614,120,1,no
0.389617,4208,104,0.162707,9,4,5,2.450366,1.12123,6,0.646337,2.973614,500,10001,no
1.131083,215,6,0.162707,6,4,25,2.450366,1.12123,3,0.742257,2.973614,80,919,no
0.389617,2183,11,0.162707,14,4,29,2.450366,1.12123,6,0.742257,2.973614,121,1,no
0.389617,3267,9,1.939541,9,8,525,2.450366,0.394345,0,0.646337,2.973614,154,1,no
0.389617,2967,1415,0.162707,9,8,75,2.450366,1.12123,1,0.742257,2.973614,240,101,no
1.131083,2067,1835,0.162707,11,4,2085,2.450366,1.12123,5,0.742257,2.973614,220,2504,no
0.389617,2208,83,0.162707,8,8,2165,0.090211,0.394345,0,0.646337,2.973614,128,1,no
1.131083,3542,12,0.162707,11,8,14,2.450366,1.12123,8,0.742257,2.973614,0,6591,no
0.389617,3192,446,0.162707,13,8,604,2.450366,1.12123,3,0.742257,2.973614,311,301,no
0.389617,44,2,0.162707,7,4,175,2.450366,1.12123,2,0.646337,2.973614,0,16,no
0.389617,595,275,0.162707,9,4,175,2.450366,1.12123,5,0.646337,2.973614,60,59,no
0.389617,255,375,0.162707,7,4,25,2.450366,1.12123,3,0.742257,2.973614,260,15109,no
0.389617,2333,15,0.162707,8,8,1415,2.450366,0.394345,0,0.742257,2.973614,422,201,no
0.389617,4767,29,0.162707,8,5,15,2.450366,1.12123,20,0.742257,2.973614,0,15001,no
0.389617,4325,3,0.162707,11,8,6,2.450366,1.12123,11,0.742257,2.973614,80,1,no
0.389617,5658,185,0.162707,2,5,15,2.450366,1.12123,17,0.646337,2.973614,0,1,no
1.131083,4417,6665,0.162707,11,4,7375,2.450366,1.12123,3,0.646337,2.973614,0,1,no
1.131083,4433,0,0.162707,8,4,25,2.450366,0.394345,0,0.742257,2.973614,0,1,no
1.131083,4133,1,0.162707,3,5,225,2.450366,0.394345,0,0.646337,2.973614,0,301,no
0.389617,3167,83,0.162707,14,4,1335,2.450366,1.12123,8,0.646337,2.973614,303,3291,no
1.131083,1783,11,0.162707,14,8,1,2.450366,1.12123,11,0.742257,2.973614,0,3001,no
0.389617,56,125,0.162707,4,8,8,2.450366,0.394345,0,0.646337,2.973614,24,2029,no
1.131083,285,304,1.939541,14,8,254,2.450366,1.12123,1,0.742257,2.973614,70,1,no
0.389617,3208,4,0.162707,7,4,25,2.450366,0.394345,0,0.646337,2.973614,360,1,no
0.389617,3417,917,0.162707,8,4,45,2.450366,1.12123,12,0.646337,2.973614,0,222,no
1.131083,3825,6,0.162707,4,4,1,2.450366,0.394345,0,0.646337,2.973614,0,1,no
0.389617,3742,204,0.162707,9,4,4,2.450366,0.394345,0,0.646337,2.973614,400,5801,no
0.389617,3133,195,0.162707,8,4,7,2.450366,1.12123,16,0.742257,2.973614,0,5001,no
0.389617,205,2415,0.162707,8,4,2,2.450366,1.12123,11,0.646337,2.973614,200,3001,no
0.389617,205,10,1.939541,8,4,25,2.450366,0.394345,0,0.742257,0.069449,40,1,no
0.389617,3492,25,0.162707,9,4,0,2.450366,0.394345,0,0.646337,2.973614,239,201,no
0.389617,3733,65,0.162707,7,8,425,2.450366,1.12123,12,0.646337,2.973614,93,1,no
0.389617,3667,325,0.162707,11,8,9,2.450366,0.394345,0,0.646337,2.973614,102,640,no
0.389617,2258,1004,0.162707,14,4,4,2.450366,1.12123,9,0.742257,2.973614,60,397,no
1.131083,2692,135,0.162707,11,8,5,2.450366,1.12123,2,0.742257,2.973614,0,5001,no
1.131083,4667,46,0.162707,13,8,415,2.450366,1.12123,11,0.646337,2.973614,440,7,no
0.389617,3917,1625,0.162707,8,4,15,2.450366,1.12123,10,0.742257,2.973614,186,4701,no
0.389617,1917,95,0.162707,9,4,15,2.450366,0.394345,0,0.742257,2.973614,120,2207,no
